"","V1","V2","V3","V4","V5","V6","V7","V8"
"49","8","PTK2B","ENSG00000120899","27168999","27316903","4",2.02594954471192e-13,"www.ncbi.nlm.nih.gov/pubmed/24162737"
"50","8","EPHX2","ENSG00000120915","27348296","27403081","3",2.53068553689801e-15,"www.ncbi.nlm.nih.gov/pubmed/29777097"
"51","8","CLU","ENSG00000120885","27454434","27472548","3",6.16647188415075e-17,"www.ncbi.nlm.nih.gov/pubmed/19734902"
"52","8","CHRNA2","ENSG00000120903","27317279","27337400","1",2.76120336762856e-16,"www.ncbi.nlm.nih.gov/pubmed/29777097"
"53","8","GULOP","ENSG00000234770","27417791","27446590","0",1.18836920788784e-08,"www.ncbi.nlm.nih.gov/pubmed/29777097"
"54","8","FZD3","ENSG00000104290","28351729","28431775","5",1.52371315320464e-16,"remNA"
"55","8","SCARA3","ENSG00000168077","27491385","27534293","2",2.32450589816348e-15,"www.ncbi.nlm.nih.gov/pubmed/21627779"
"56","8","CCDC25","ENSG00000147419","27590835","27630170","2",9.05154406391059e-14,"remNA"
"57","8","ESCO2","ENSG00000171320","27629466","27670157","1",1.04824455303289e-13,"remNA"
"58","11","MS4A2","ENSG00000149534","59855734","59863444","1",2.80759757547747e-10,"www.ncbi.nlm.nih.gov/pubmed/24162737"
"59","11","TCN1","ENSG00000134827","59620273","59634048","1",2.46102589168005e-09,"remNA"
"60","11","OOSP2","ENSG00000149507","59807748","59815517","0",3.23052215065705e-09,"remNA"
"61","11","MS4A3","ENSG00000149516","59824060","59838601","1",1.34338571112645e-10,"www.ncbi.nlm.nih.gov/pubmed/24755620"
"62","11","MS4A6A","ENSG00000110077","59939081","59952139","1",1.65561174846563e-13,"www.ncbi.nlm.nih.gov/pubmed/21460840"
"63","11","MS4A4A","ENSG00000110079","60048014","60076445","1",1.84512233716151e-13,"www.ncbi.nlm.nih.gov/pubmed/21627779"
"64","11","MS4A6E","ENSG00000166926","60102304","60164069","2",3.29818084845993e-13,"www.ncbi.nlm.nih.gov/pubmed/25778476"
"65","11","MS4A14","ENSG00000166928","60146003","60185161","3",6.35104267989027e-11,"remNA"
"66","11","MS4A7","ENSG00000166927","60145955","60163424","2",5.59064200464357e-11,"remNA"
"67","11","MS4A12","ENSG00000071203","60260251","60274903","1",1.51837111511081e-09,"remNA"
"68","11","MS4A1","ENSG00000156738","60223225","60238233","2",3.82720592338556e-11,"remNA"
"69","11","SYTL2","ENSG00000137501","85405267","85522184","4",2.23354624099036e-15,"remNA"
"70","11","CCDC83","ENSG00000150676","85566144","85631064","2",4.54396300000411e-18,"remNA"
"71","11","SLC25A1P1","ENSG00000254479","85645780","85646706","0",1.8766355319292e-15,"remNA"
"72","11","PICALM","ENSG00000073921","85668727","85780924","2",1.32732674404696e-18,"www.ncbi.nlm.nih.gov/pubmed/19734902"
"73","11","C11orf73","ENSG00000149196","86013253","86056969","0",2.14772797410979e-18,"remNA"
"74","11","CCDC81","ENSG00000149201","86085778","86134151","1",5.22273861156861e-14,"remNA"
"75","14","SLC24A4","ENSG00000140090","92788925","92962596","1",3.05064229496015e-07,"www.ncbi.nlm.nih.gov/pubmed/24162737"
"76","14","RIN3","ENSG00000100599","92980118","93155339","3",7.24864011083216e-07,"www.ncbi.nlm.nih.gov/pubmed/24162737"
"77","15","ADAM10","ENSG00000137845","58887403","59042177","5",4.25253404447415e-09,"www.ncbi.nlm.nih.gov/pubmed/30617256"
"78","15","BNIP2","ENSG00000140299","59951345","59981733","6",5.57468713105774e-09,"remNA"
"79","15","FAM63B","ENSG00000128923","59063391","59154099","0",5.31703773807731e-08,"remNA"
"80","16","BCL7C","ENSG00000099385","30844947","30906281","31",4.62739783905764e-07,"remNA"
"81","16","SETD1A","ENSG00000099381","30968615","30996437","37",5.5678273126938e-07,"remNA"
"82","16","ORAI3","ENSG00000175938","30960387","30967782","17",3.29445609951957e-07,"remNA"
"83","16","STX4","ENSG00000103496","31044210","31054296","19",2.46193718310737e-06,"remNA"
"84","16","ZNF646","ENSG00000167395","31085743","31095517","17",2.6974852878702e-07,"remNA"
"85","16","ZNF668","ENSG00000167394","31072164","31085641","8",1.02643500615009e-07,"remNA"
"86","16","TGFB1I1","ENSG00000140682","31482906","31489281","8",2.25362372515836e-07,"remNA"
"87","16","C16orf58","ENSG00000140688","31500792","31520630","16",2.62186728015834e-07,"remNA"
"88","16","KAT8","ENSG00000103510","31127075","31142714","17",1.17586859582594e-07,"www.ncbi.nlm.nih.gov/pubmed/30617256"
"89","16","FBXL19","ENSG00000099364","30934376","30960104","3",1.16120673454196e-06,"remNA"
"90","16","ZNF720","ENSG00000197302","31724550","31806190","14",9.22339974733573e-07,"remNA"
"91","16","CTF1","ENSG00000150281","30907928","30914881","3",9.70461252897764e-07,"remNA"
"92","16","HSD3B7","ENSG00000099377","30996519","31000473","11",2.9891877891717e-07,"remNA"
"93","16","VKORC1","ENSG00000167397","31102163","31107301","2",1.10083680535361e-06,"remNA"
"94","16","STX1B","ENSG00000099365","31000577","31021949","2",1.88377141344601e-07,"remNA"
"95","16","PRSS36","ENSG00000178226","31150246","31161415","4",2.74848263660505e-07,"remNA"
"96","16","BCKDK","ENSG00000103507","31117428","31124110","2",2.56613117278301e-07,"www.ncbi.nlm.nih.gov/pubmed/29777097"
"97","16","ITGAX","ENSG00000140678","31366455","31394318","3",7.36597709087066e-08,"remNA"
"98","16","PRSS8","ENSG00000052344","31142756","31147083","3",5.52425838957334e-08,"remNA"
"99","16","ITGAM","ENSG00000169896","31271311","31344213","2",1.09854871901956e-07,"remNA"
"100","16","C16orf98","ENSG00000261359","31213206","31214773","0",2.24151598394416e-06,"remNA"
"101","16","IL34","ENSG00000157368","70613798","70694585","1",1.59956354785589e-06,"www.ncbi.nlm.nih.gov/pubmed/29274321"
"102","17","DERL2","ENSG00000072849","5374571","5390131","8",6.51181167550203e-07,"remNA"
"103","17","CHRNE","ENSG00000108556","4801069","4806369","8",1.52443333114489e-06,"remNA"
"104","17","CAMTA2","ENSG00000108509","4871287","4890960","8",9.05421944259043e-07,"remNA"
"105","17","ZFP3","ENSG00000180787","4981543","4999669","4",2.49514733679919e-07,"www.ncbi.nlm.nih.gov/pubmed/29777097"
"106","17","GP1BA","ENSG00000185245","4835592","4838325","2",1.45280636685098e-06,"remNA"
"107","17","USP6","ENSG00000129204","5019733","5078329","2",3.41620118352579e-09,"remNA"
"108","17","MIS12","ENSG00000167842","5389605","5394134","6",2.26406089535745e-06,"remNA"
"109","17","KIF1C","ENSG00000129250","4901243","4931696","2",1.8488481003579e-06,"remNA"
"110","17","SLC52A1","ENSG00000132517","4935895","4955304","0",1.02965394446276e-06,"remNA"
"111","17","SCIMP","ENSG00000161929","5112256","5138155","1",6.67197239077296e-10,"www.ncbi.nlm.nih.gov/pubmed/24162737"
"112","17","RABEP1","ENSG00000029725","5185558","5289129","2",1.18670065954572e-09,"remNA"
"113","17","C1QBP","ENSG00000108561","5336097","5352150","1",3.13208615091083e-07,"remNA"
"114","17","GNGT2","ENSG00000167083","47280153","47287936","1",2.2250820967459e-06,"remNA"
"115","17","ABI3","ENSG00000108798","47287589","47300587","3",1.83007730946358e-06,"www.ncbi.nlm.nih.gov/pubmed/28714976"
"116","19","ZNF404","ENSG00000176222","44376515","44405537","11",0,"remNA"
"117","19","BLOC1S3","ENSG00000189114","45682003","45685059","6",5.13806415454854e-216,"www.ncbi.nlm.nih.gov/pubmed/29777097"
"118","19","ZNF229","ENSG00000167383","44921685","44952766","1",1.58389113710373e-13,"remNA"
"119","19","PVR","ENSG00000073008","45147098","45166850","1",0,"www.ncbi.nlm.nih.gov/pubmed/24755620"
"120","19","CEACAM16","ENSG00000213892","45202421","45213986","0",0,"www.ncbi.nlm.nih.gov/pubmed/23565137"
"121","19","BCL3","ENSG00000069399","45250962","45263301","1",0,"www.ncbi.nlm.nih.gov/pubmed/23565137"
"122","19","RELB","ENSG00000104856","45504688","45541452","10",0,"www.ncbi.nlm.nih.gov/pubmed/29274321"
"123","19","FBXO46","ENSG00000177051","46213887","46234162","23",0,"remNA"
"124","19","CBLC","ENSG00000142273","45281126","45303891","1",0,"www.ncbi.nlm.nih.gov/pubmed/29274321"
"125","19","BCAM","ENSG00000187244","45312328","45324673","4",0,"www.ncbi.nlm.nih.gov/pubmed/24755620"
"126","19","APOE","ENSG00000130203","45409011","45412650","4",0,"www.ncbi.nlm.nih.gov/pubmed/18823527"
"127","19","PVRL2","ENSG00000130202","45349432","45392485","0",0,"www.ncbi.nlm.nih.gov/pubmed/18823527"
"128","19","APOC1","ENSG00000130208","45417504","45422606","1",0,"www.ncbi.nlm.nih.gov/pubmed/17474819"
"129","19","APOC1P1","ENSG00000214855","45430061","45434643","1",0,"www.ncbi.nlm.nih.gov/pubmed/17474819"
"130","19","APOC2","ENSG00000234906","45449243","45452822","3",0,"www.ncbi.nlm.nih.gov/pubmed/29274321"
"131","19","APOC4","ENSG00000267467","45445495","45452820","0",0,"www.ncbi.nlm.nih.gov/pubmed/29274321"
"132","19","APOC4-APOC2","ENSG00000224916","45445495","45452822","0",0,"www.ncbi.nlm.nih.gov/pubmed/29274321"
"133","19","CLPTM1","ENSG00000104853","45457842","45496599","1",0,"www.ncbi.nlm.nih.gov/pubmed/29274321"
"134","19","CCDC61","ENSG00000104983","46498339","46524576","32",0,"remNA"
"135","19","SYMPK","ENSG00000125755","46318668","46366548","23",0,"remNA"
"136","19","GEMIN7","ENSG00000142252","45582453","45594782","4",0,"www.ncbi.nlm.nih.gov/pubmed/29777097"
"137","19","ZNF296","ENSG00000170684","45574758","45579846","2",0,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"138","19","IRF2BP1","ENSG00000170604","46386866","46389376","21",0,"remNA"
"139","19","MARK4","ENSG00000007047","45582546","45808541","1",0,"www.ncbi.nlm.nih.gov/pubmed/29777097"
"140","19","NKPD1","ENSG00000179846","45653008","45663408","0",0,"www.ncbi.nlm.nih.gov/pubmed/30617256"
"141","19","TRAPPC6A","ENSG00000007255","45666186","45681495","1",1.91603260123219e-53,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"142","19","EXOC3L2","ENSG00000130201","45715879","45737469","0",1.5133441911429e-34,"www.ncbi.nlm.nih.gov/pubmed/24755620"
"143","19","CKM","ENSG00000104879","45809672","45826235","1",1.09147462535335e-42,"www.ncbi.nlm.nih.gov/pubmed/30617256"
"144","19","KLC3","ENSG00000104892","45836692","45854778","0",1.89895156748033e-39,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"145","19","ERCC2","ENSG00000104884","45853095","45874176","4",4.1293120828371e-34,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"146","19","PPP1R13L","ENSG00000104881","45882892","45909607","5",3.89617472198982e-34,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"147","19","CD3EAP","ENSG00000117877","45909467","45914024","4",2.07904832510325e-20,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"148","19","ERCC1","ENSG00000012061","45910591","45982086","3",2.3405792729522e-20,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"149","19","EML2","ENSG00000125746","46110252","46148887","3",1.71215744420594e-20,"remNA"
"150","19","PPM1N","ENSG00000213889","45992035","46005768","6",3.42431488841187e-20,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"151","19","RTN2","ENSG00000125744","45988547","46000319","5",2.81283008690975e-20,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"152","19","VASP","ENSG00000125753","46009837","46030241","4",2.07904832510721e-20,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"153","19","DMWD","ENSG00000185800","46286205","46296060","8",5.87025409442035e-20,"remNA"
"154","19","KLK7","ENSG00000169035","51479729","51487355","0",1.92603158715809e-06,"remNA"
"155","20","FAM210B","ENSG00000124098","54933971","54943719","2",2.36315757514192e-08,"remNA"
"156","20","CSTF1","ENSG00000101138","54967427","54979518","3",1.67625321351638e-08,"www.ncbi.nlm.nih.gov/pubmed/29777097"
"157","20","CASS4","ENSG00000087589","54987168","55034396","1",6.71147102970518e-09,"www.ncbi.nlm.nih.gov/pubmed/24162737"
"158","20","RTFDC1","ENSG00000022277","55043647","55093943","0",2.61708340041815e-07,"remNA"
"159","20","GCNT7","ENSG00000124091","55066548","55100981","0",1.53083268612812e-06,"remNA"
