"","V1","V2","V3","V4","V5","V6","V7","V8"
"46","19","CLPTM1","ENSG00000104853","45457842","45496599","1",1.65526747354846e-15,"www.ncbi.nlm.nih.gov/pubmed/29274321"
"47","19","GEMIN7","ENSG00000142252","45582453","45594782","4",2.89831828815278e-23,"www.ncbi.nlm.nih.gov/pubmed/29777097"
"48","19","ZNF296","ENSG00000170684","45574758","45579846","2",3.12662053128618e-07,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"49","19","MARK4","ENSG00000007047","45582546","45808541","1",5.47329376601938e-29,"www.ncbi.nlm.nih.gov/pubmed/29777097"
"50","19","NKPD1","ENSG00000179846","45653008","45663408","0",4.63979801301513e-24,"www.ncbi.nlm.nih.gov/pubmed/30617256"
"51","19","TRAPPC6A","ENSG00000007255","45666186","45681495","1",8.55746072917582e-09,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"52","19","EXOC3L2","ENSG00000130201","45715879","45737469","0",5.47329376601938e-29,"www.ncbi.nlm.nih.gov/pubmed/24755620"
"53","19","ERCC2","ENSG00000104884","45853095","45874176","4",2.81522592406909e-08,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"54","19","PPP1R13L","ENSG00000104881","45882892","45909607","5",1.97811043055876e-10,"www.ncbi.nlm.nih.gov/pubmed/30805717"
"55","20","CASS4","ENSG00000087589","54987168","55034396","1",6.77647484891881e-09,"www.ncbi.nlm.nih.gov/pubmed/24162737"
